MichaelJFox;1465;1;1.0
ivmai;2;2;19;6;2;3;10;5;6;3;13;5;22;2;10;7;6;6;11;10;3;5;4;14;3;2;4;6;4;2;8;2;3;11;4;2;2;4;3;7;3;2;2;11;3;3;2;7;2;2;2;2;5;12;2;2;3;2;4;2;3;8;4;5;7;2;2;3;3;3;5;7;4;2;3;4;6;4;2;3;5;5;4;4;2;4;7;2;2;2;4;10;4;2;5;2;2;2;3;19;3;3;9;2;2;4;3;4;7;3;2;3;5;2;3;3;4;2;2;2;3;2;14;3;2;4;2;3;3;2;5;2;3;2;4;2;2;3;2;4;3;3;2;4;2;4;2;2;2;6;3;7;3;3;2;3;2;4;3;3;4;2;5;7;2;3;2;3;3;3;2;13;4;2;6;4;2;2;2;2;2;4;5;2;4;2;2;3;7;5;2;3;4;5;4;5;2;5;2;3;6;8;6;3;13;5;8;2;17;2;5;3;2;4;2;3;2;3;7;9;2;6;4;2;4;4;2;2;2;3;3;3;6;2;3;4;3;11;7;4;2;6;5;2;2;7;6;3;3;3;6;8;6;3;2;3;64;1402;0.4108416547788873
hoheinzollern;15;1449;16;0.125
okuoku;1443;1;1.0
ntherning;1428;1;1.0
qykth-git;1439;1;1.0
tschwinge;1386;1;1.0
cmetcalf-tilera;1345;1;1.0
PaulBone;218;288;12;69;727;588;0.008503401360544218
adrpo;1314;1;1.0
wangp;371;204;12;497;223;1086;0.0055248618784530384
tholp;19;227;1045;247;0.012145748987854251
vapier;1600;1;1.0
kmatheussen;11;1267;13;0.23076923076923078
andyli;276;981;277;0.007220216606498195
ka7;1059;1;1.0
murmour;550;500;551;0.003629764065335753
mdjurfeldt;1053;1;1.0
tSed;1036;1;1.0
RomainNaour;1257;1;1.0
refi64;1007;1;1.0
bkuhls;962;1;1.0
Hamayama;597;342;598;0.0033444816053511705
juj;938;1;1.0
TautvydasZilys;418;492;419;0.00477326968973747
embray;820;1;1.0
paurkedal;289;20;11;11;442;332;0.015060240963855422
joncham;2;12;2;4;63;105;408;11;121;613;0.022838499184339316
xymus;807;1;1.0
ggiraldez;727;1;1.0
vargaz;722;1;1.0
NattyNarwhal;722;1;1.0
jaykrell;2;4;6;3;4;688;23;0.391304347826087
hboehm;14;688;15;0.13333333333333333
shlevy;695;2;1.0
kimuraw;695;1;1.0
alarcher;939;1;1.0
iamleot;584;1;1.0
woollybah;553;1;1.0
jechter;43;4;80;60;65;328;253;0.023715415019762844
mderoy;2;534;3;0.6666666666666666
joshpeterson;532;1;1.0
martinkoeppe;526;1;1.0
dkimitsa;505;1;1.0
wookey;450;1;1.0
ffontaine;436;1;1.0
khakionion;352;1;1.0
peterbud;487;1;1.0
AlaskanEmily;306;1;1.0
bcardiff;254;1;1.0
jasperla;1419;244;1420;0.0014084507042253522
vicroms;6;8;4;210;21;0.2857142857142857
coypoop;223;1;1.0
iarspider;215;1;1.0
sorawee;197;1;1.0
dimpase;96;1;1.0
thomasthiriez;79;1;1.0
