waj;2014-06-16/2014-06-19;2014-06-19/2014-06-22;2014-06-22/2014-06-25;2014-06-25/2014-07-16;2014-07-16/2014-08-02;2014-08-02/2014-08-09;2014-08-09/2014-09-17;2014-09-17/2014-09-29;2014-09-29/2014-10-03;2014-10-03/2014-10-16;2014-10-16/2014-11-04;2014-11-04/2014-11-18;2014-11-18/2015-06-15;2015-06-15/2015-09-28;2015-09-28/2015-10-05;2015-10-06/2015-10-18;2015-10-18/2015-11-04;2015-11-04/2016-02-18;2016-02-18/2020-01-15
asterite;2014-07-10/2014-07-14;2014-07-15/2014-07-21;2014-07-21/2014-07-30;2014-07-30/2014-08-09;2014-08-09/2014-08-14;2014-08-14/2014-09-08;2014-09-08/2014-11-05;2014-11-06/2014-12-04;2014-12-05/2014-12-12;2014-12-12/2014-12-31;2014-12-31/2015-01-02;2015-01-02/2015-01-16;2015-01-16/2015-02-07;2015-02-07/2015-02-12;2015-02-12/2015-03-05;2015-03-05/2015-04-30;2015-05-01/2015-05-26;2015-05-26/2015-06-07;2015-06-07/2015-06-24;2015-06-24/2015-07-30;2015-07-30/2015-08-11;2015-08-11/2015-08-13;2015-08-13/2015-09-05;2015-09-05/2015-09-19;2015-09-19/2015-10-16;2015-10-16/2015-10-30;2015-10-30/2015-12-02;2015-12-02/2015-12-23;2015-12-23/2016-01-08;2016-01-08/2016-01-13;2016-01-13/2016-01-23;2016-01-23/2016-01-25;2016-01-25/2016-02-16;2016-02-16/2016-02-24;2016-02-24/2016-03-07;2016-03-07/2016-03-21;2016-03-21/2016-03-23;2016-03-23/2016-04-01;2016-04-01/2016-05-05;2016-05-05/2016-05-17;2016-05-18/2016-05-20;2016-05-20/2016-05-26;2016-05-26/2016-06-14;2016-06-14/2016-06-21;2016-06-21/2016-06-27;2016-06-28/2016-07-03;2016-07-03/2016-07-29;2016-07-29/2016-09-02;2016-09-02/2016-10-07;2016-10-07/2016-12-05;2016-12-05/2016-12-23;2016-12-23/2017-01-20;2017-01-20/2017-04-20;2017-04-20/2020-01-15
acurley;2014-11-17/2020-01-15
will;2015-08-04/2020-01-15
