cpw;13;27;321;14;64;378;0.018518518518518517
TheCurle;13;60;100;24;80;25;137;305;0.029508196721311476
sciwhiz12;2;6;12;18;400;40;0.15
Matyrobbrt;28;101;29;0.06896551724137931
0xilly;29;56;31;0.0967741935483871
LexManos;85;1;1.0
Loweredgames;86;1;1.0
