id;issue_id;date;creator_login;status;closed_at;merged;merged_at;number
489723291;704877394;2020-09-19 12:52:19;jangofett4;closed;2020-11-25 17:30:57;False;NA;6
35063584;74622402;2015-05-09 08:26:27;Nickfost;closed;2020-07-13 17:36:41;False;NA;1
