dev,cosine_similarity
RealMangorage,0.19
Kovak,0.15
Jonathing,0.13
coehlrich,0.11
XFactHD,0.08
Shadows-of-Fire,0.06
LexManos,0.04
ChampionAsh5357,0.04
SizableShrimp,0.04
pupnewfster,0.04
