dev,cosine_similarity
JustRed23,0.09
cpw,0.08
LexManos,0.07
Jonathing,0.07
bconlon1,0.07
PaintNinja,0.06
pupnewfster,0.04
Shadows-of-Fire,0.03
Matyrobbrt,0.03
ChampionAsh5357,0.02
