dev,cosine_similarity
ChampionAsh5357,0.1
pupnewfster,0.07
SizableShrimp,0.05
LexManos,0.04
Kovak,0.03
XFactHD,0.02
Shadows-of-Fire,0.01
cpw,0.01
RealMangorage,0
coehlrich,0
