dev,cosine_similarity
LexManos,0.33
cpw,0.31
SizableShrimp,0.22
pupnewfster,0.2
ChampionAsh5357,0.14
XFactHD,0.14
Shadows-of-Fire,0.13
Matyrobbrt,0.11
Kovak,0.07
JustRed23,0.07
