dev,cosine_similarity
Tkain,0.39
PaintNinja,0.17
Shadows-of-Fire,0.05
pupnewfster,0.03
LexManos,0.02
cpw,0.02
ChampionAsh5357,0.02
RealMangorage,0
coehlrich,0
failall,0
