dev,cosine_similarity
LegoMaster3650,0.16
LexManos,0.13
cpw,0.13
Shadows-of-Fire,0.1
JustRed23,0.1
Jonathing,0.07
ferriarnus,0.06
RealMangorage,0.05
pupnewfster,0.05
Minecraftschurli,0.04
