dev,cosine_similarity
pupnewfster,0.24
JustRed23,0.19
Jonathing,0.14
ChampionAsh5357,0.12
LexManos,0.11
Minecraftschurli,0.11
Matyrobbrt,0.11
ferriarnus,0.11
Shadows-of-Fire,0.1
SizableShrimp,0.1
