dev,cosine_similarity
LexManos,0.41
cpw,0.35
pupnewfster,0.18
SizableShrimp,0.17
Shadows-of-Fire,0.13
ChampionAsh5357,0.13
XFactHD,0.11
Kovak,0.09
Jonathing,0.08
Matyrobbrt,0.08
