dev,cosine_similarity
SizableShrimp,0.34
LexManos,0.27
cpw,0.25
pupnewfster,0.19
ChampionAsh5357,0.15
XFactHD,0.15
Shadows-of-Fire,0.14
Jonathing,0.1
Matyrobbrt,0.1
coehlrich,0.09
