dev,cosine_similarity
JustRed23,0.16
Jonathing,0.12
pupnewfster,0.12
Kovak,0.11
LexManos,0.1
LegoMaster3650,0.1
Shadows-of-Fire,0.08
cpw,0.08
SizableShrimp,0.08
ferriarnus,0.08
