dev,cosine_similarity
SizableShrimp,0.05
LexManos,0.04
Shadows-of-Fire,0.03
pupnewfster,0.03
cpw,0.02
RealMangorage,0
coehlrich,0
PaintNinja,0
failall,0
Kovak,0
