dev,cosine_similarity
ferriarnus,0.15
JustRed23,0.12
Shadows-of-Fire,0.11
LegoMaster3650,0.1
bconlon1,0.1
Jonathing,0.09
pupnewfster,0.09
LexManos,0.08
SizableShrimp,0.08
RealMangorage,0.07
