dev,cosine_similarity
Matyrobbrt,0.09
Minecraftschurli,0.06
coehlrich,0.05
SizableShrimp,0.04
LexManos,0.03
ChampionAsh5357,0.02
XFactHD,0.02
pupnewfster,0.02
cpw,0.01
RealMangorage,0
