dev,cosine_similarity
nathanatnorthernbingedotcom,0.16
Kovak,0.15
failall,0.14
coehlrich,0.13
XFactHD,0.12
pupnewfster,0.12
JustRed23,0.1
ChampionAsh5357,0.1
Jonathing,0.08
bconlon1,0.07
