dev,cosine_similarity
failall,0.1
XFactHD,0.09
JustRed23,0.07
pupnewfster,0.07
Kovak,0.06
ChampionAsh5357,0.06
coehlrich,0.05
Jonathing,0.05
bconlon1,0.05
PaintNinja,0.04
