dev,cosine_similarity
nathanatnorthernbingedotcom,0.14
cpw,0.1
LexManos,0.07
Kovak,0.07
coehlrich,0.06
SizableShrimp,0.05
pupnewfster,0.05
Shadows-of-Fire,0.03
ChampionAsh5357,0.02
XFactHD,0.02
