dev,cosine_similarity
cpw,0.09
LexManos,0.08
SizableShrimp,0.03
XFactHD,0.02
pupnewfster,0.02
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
failall,0
