dev,cosine_similarity
Kovak,0.08
pupnewfster,0.08
LexManos,0.05
cpw,0.05
ChampionAsh5357,0.05
Shadows-of-Fire,0.04
XFactHD,0.04
SizableShrimp,0.03
RealMangorage,0
coehlrich,0
