dev,cosine_similarity
LegoMaster3650,0.27
ferriarnus,0.2
RealMangorage,0.18
JustRed23,0.17
Minecraftschurli,0.14
Jonathing,0.13
Kovak,0.1
Shadows-of-Fire,0.08
pupnewfster,0.06
ChampionAsh5357,0.05
