dev,cosine_similarity
failall,0.19
JustRed23,0.13
Kovak,0.1
Jonathing,0.1
bconlon1,0.1
coehlrich,0.08
XFactHD,0.07
SizableShrimp,0.05
Matyrobbrt,0.05
ChampionAsh5357,0.04
