dev,cosine_similarity
Jonathing,0.13
Shadows-of-Fire,0.1
LexManos,0.09
RealMangorage,0.07
cpw,0.07
pupnewfster,0.07
JustRed23,0.06
SizableShrimp,0.06
XFactHD,0.06
Kovak,0.05
