dev,cosine_similarity
Minecraftschurli,0.15
coehlrich,0.14
pupnewfster,0.1
Matyrobbrt,0.1
ChampionAsh5357,0.09
XFactHD,0.06
SizableShrimp,0.05
LexManos,0.02
cpw,0.01
RealMangorage,0
