dev,cosine_similarity
LegoMaster3650,0.21
Kovak,0.16
pupnewfster,0.16
ferriarnus,0.16
RealMangorage,0.15
JustRed23,0.13
Minecraftschurli,0.11
Shadows-of-Fire,0.1
Jonathing,0.1
ChampionAsh5357,0.08
