dev,cosine_similarity
JustRed23,0.1
Jonathing,0.07
bconlon1,0.07
cpw,0.06
LexManos,0.05
Shadows-of-Fire,0.04
SizableShrimp,0.03
Matyrobbrt,0.03
ChampionAsh5357,0.02
pupnewfster,0.02
