dev,cosine_similarity
LexManos,0.07
cpw,0.06
SizableShrimp,0.05
Shadows-of-Fire,0.02
RealMangorage,0
coehlrich,0
PaintNinja,0
failall,0
Kovak,0
JustRed23,0
