dev,cosine_similarity
cpw,0.44
LexManos,0.42
Shadows-of-Fire,0.11
SizableShrimp,0.09
pupnewfster,0.09
ChampionAsh5357,0.06
Jonathing,0.06
RealMangorage,0.05
coehlrich,0.05
JustRed23,0.05
