dev,cosine_similarity
failall,0.21
coehlrich,0.18
JustRed23,0.14
Matyrobbrt,0.12
Kovak,0.11
Jonathing,0.11
XFactHD,0.11
bconlon1,0.11
Minecraftschurli,0.1
pupnewfster,0.09
