dev,cosine_similarity
PaintNinja,0.16
Matyrobbrt,0.1
SizableShrimp,0.03
LexManos,0.02
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
failall,0
Kovak,0
cpw,0
