dev,cosine_similarity
Shadows-of-Fire,0.06
LexManos,0.06
XFactHD,0.06
cpw,0.05
pupnewfster,0.03
ChampionAsh5357,0.02
SizableShrimp,0.01
RealMangorage,0
coehlrich,0
PaintNinja,0
