dev,cosine_similarity
LexManos,0.21
cpw,0.15
Shadows-of-Fire,0.09
ferriarnus,0.08
LegoMaster3650,0.05
Jonathing,0.05
pupnewfster,0.05
RealMangorage,0.03
JustRed23,0.03
Minecraftschurli,0.03
