dev,cosine_similarity
pupnewfster,0.09
SizableShrimp,0.03
LexManos,0.02
cpw,0.02
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
failall,0
Kovak,0
