dev,cosine_similarity
JustRed23,0.08
Jonathing,0.06
bconlon1,0.06
ChampionAsh5357,0.05
SizableShrimp,0.05
pupnewfster,0.04
Shadows-of-Fire,0.03
LexManos,0.03
cpw,0.03
Matyrobbrt,0.02
