dev,cosine_similarity
ferriarnus,0.26
Jonathing,0.17
XFactHD,0.07
ChampionAsh5357,0.06
pupnewfster,0.06
LexManos,0.04
cpw,0.04
SizableShrimp,0.03
RealMangorage,0
coehlrich,0
