dev,cosine_similarity
failall,0.21
JustRed23,0.14
Kovak,0.11
Jonathing,0.11
XFactHD,0.11
bconlon1,0.11
Matyrobbrt,0.11
coehlrich,0.09
pupnewfster,0.08
SizableShrimp,0.05
