dev,cosine_similarity
JustRed23,0.13
Shadows-of-Fire,0.12
Jonathing,0.1
bconlon1,0.1
Matyrobbrt,0.04
LexManos,0.03
cpw,0.03
ChampionAsh5357,0.03
pupnewfster,0.03
SizableShrimp,0.01
