dev,cosine_similarity
JustRed23,0.21
failall,0.16
Jonathing,0.16
bconlon1,0.16
Shadows-of-Fire,0.11
Kovak,0.09
pupnewfster,0.08
Matyrobbrt,0.08
coehlrich,0.07
ChampionAsh5357,0.06
