dev,cosine_similarity
pupnewfster,0.13
failall,0.12
Kovak,0.11
ChampionAsh5357,0.09
JustRed23,0.08
SizableShrimp,0.07
XFactHD,0.07
Jonathing,0.06
bconlon1,0.06
coehlrich,0.05
