dev,cosine_similarity
cpw,0.18
LexManos,0.13
RealMangorage,0.03
coehlrich,0.02
SizableShrimp,0.02
Shadows-of-Fire,0.01
PaintNinja,0.01
ChampionAsh5357,0.01
pupnewfster,0.01
failall,0
