dev,cosine_similarity
LegoMaster3650,0.22
ferriarnus,0.16
RealMangorage,0.15
JustRed23,0.14
Minecraftschurli,0.12
Jonathing,0.11
Kovak,0.08
Shadows-of-Fire,0.07
LexManos,0.06
pupnewfster,0.05
