dev,cosine_similarity
failall,0.24
JustRed23,0.17
Kovak,0.13
Jonathing,0.13
bconlon1,0.12
coehlrich,0.11
Shadows-of-Fire,0.09
XFactHD,0.08
Matyrobbrt,0.07
ChampionAsh5357,0.05
