dev,cosine_similarity
LexManos,0.35
cpw,0.34
Shadows-of-Fire,0.12
pupnewfster,0.12
SizableShrimp,0.09
Jonathing,0.08
LegoMaster3650,0.07
XFactHD,0.07
ferriarnus,0.07
RealMangorage,0.06
