dev,cosine_similarity
Matyrobbrt,0.17
bconlon1,0.13
pupnewfster,0.06
ChampionAsh5357,0.05
LexManos,0.02
SizableShrimp,0.02
cpw,0.01
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
