dev,cosine_similarity
LexManos,0.11
cpw,0.1
Jonathing,0.09
Shadows-of-Fire,0.08
RealMangorage,0.07
XFactHD,0.07
pupnewfster,0.07
ferriarnus,0.07
Kovak,0.06
coehlrich,0.04
