dev,cosine_similarity
bconlon1,0.12
Shadows-of-Fire,0.09
ChampionAsh5357,0.09
pupnewfster,0.08
failall,0.07
LexManos,0.06
SizableShrimp,0.06
XFactHD,0.06
Matyrobbrt,0.06
JustRed23,0.05
