dev,cosine_similarity
LexManos,0.07
cpw,0.03
Shadows-of-Fire,0.02
SizableShrimp,0.02
pupnewfster,0.01
RealMangorage,0
coehlrich,0
PaintNinja,0
failall,0
Kovak,0
