dev,cosine_similarity
failall,0.25
JustRed23,0.17
Kovak,0.13
Jonathing,0.13
bconlon1,0.13
coehlrich,0.11
XFactHD,0.09
Matyrobbrt,0.07
pupnewfster,0.06
Shadows-of-Fire,0.05
