dev,cosine_similarity
bconlon1,0.09
Matyrobbrt,0.08
ChampionAsh5357,0.06
SizableShrimp,0.04
LexManos,0.02
pupnewfster,0.02
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
