dev,cosine_similarity
Jonathing,0.23
JustRed23,0.19
ferriarnus,0.13
LegoMaster3650,0.09
LexManos,0.08
cpw,0.08
pupnewfster,0.08
Shadows-of-Fire,0.07
ChampionAsh5357,0.07
SizableShrimp,0.07
