dev,cosine_similarity
LegoMaster3650,0.2
Jonathing,0.16
ferriarnus,0.14
RealMangorage,0.13
JustRed23,0.12
Minecraftschurli,0.11
Shadows-of-Fire,0.1
Kovak,0.08
LexManos,0.07
cpw,0.07
