dev,cosine_similarity
Jonathing,0.22
RealMangorage,0.16
Kovak,0.13
Shadows-of-Fire,0.11
coehlrich,0.1
XFactHD,0.07
ChampionAsh5357,0.06
SizableShrimp,0.05
LexManos,0.04
cpw,0.04
