dev,cosine_similarity
Kovak,0.1
nathanatnorthernbingedotcom,0.1
failall,0.09
coehlrich,0.08
pupnewfster,0.08
JustRed23,0.06
cpw,0.05
Jonathing,0.05
bconlon1,0.05
Shadows-of-Fire,0.04
