dev,cosine_similarity
failall,0.46
JustRed23,0.32
Kovak,0.25
Jonathing,0.24
bconlon1,0.24
coehlrich,0.2
XFactHD,0.16
Matyrobbrt,0.13
pupnewfster,0.1
ChampionAsh5357,0.09
