dev,cosine_similarity
ferriarnus,0.25
Jonathing,0.16
XFactHD,0.07
pupnewfster,0.06
ChampionAsh5357,0.05
LexManos,0.03
cpw,0.03
SizableShrimp,0.03
RealMangorage,0
coehlrich,0
