dev,cosine_similarity
Jonathing,0.13
JustRed23,0.12
LexManos,0.09
ferriarnus,0.07
pupnewfster,0.06
Shadows-of-Fire,0.04
cpw,0.04
ChampionAsh5357,0.04
bconlon1,0.04
SizableShrimp,0.03
