dev,cosine_similarity
Shadows-of-Fire,0.15
JustRed23,0.12
pupnewfster,0.12
ChampionAsh5357,0.09
Jonathing,0.09
bconlon1,0.09
SizableShrimp,0.08
cpw,0.05
LexManos,0.04
Matyrobbrt,0.04
