dev,cosine_similarity
LexManos,0.16
pupnewfster,0.14
cpw,0.13
JustRed23,0.12
XFactHD,0.12
ChampionAsh5357,0.11
Shadows-of-Fire,0.1
SizableShrimp,0.1
Matyrobbrt,0.09
Kovak,0.08
