dev,cosine_similarity
Jonathing,0.1
LexManos,0.09
cpw,0.09
ferriarnus,0.08
pupnewfster,0.06
SizableShrimp,0.04
XFactHD,0.04
Shadows-of-Fire,0.03
ChampionAsh5357,0.02
RealMangorage,0
