dev,cosine_similarity
XFactHD,0.05
LexManos,0.03
ChampionAsh5357,0.03
cpw,0.01
RealMangorage,0
coehlrich,0
Shadows-of-Fire,0
PaintNinja,0
failall,0
Kovak,0
