dev,cosine_similarity
LegoMaster3650,0.23
ferriarnus,0.17
RealMangorage,0.15
JustRed23,0.14
Minecraftschurli,0.12
Jonathing,0.11
Kovak,0.09
Shadows-of-Fire,0.07
SizableShrimp,0.07
pupnewfster,0.05
