dev,cosine_similarity
ChiefArug,0.15
Matyrobbrt,0.14
Kovak,0.13
SizableShrimp,0.13
PaintNinja,0.12
JustRed23,0.12
pupnewfster,0.12
nathanatnorthernbingedotcom,0.11
Shadows-of-Fire,0.1
cpw,0.09
